Distance,Source System,L-Pad,M-pad,P-pad,Fed,Imp,All,Ind,Target/Sources,RES/rings,URL 
239.48,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
239.58,Diaguandri,526,,450,2,,,5,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
242.29,HIP 11796,,,"1,258",2,,,1,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
242.41,Kpannon Di,,"1,629",,1,,,4,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
243.16,Comane,,296,296,3,,,4,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
243.21,Hyades Sector AV-O b6-1,,,64,,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
243.30,4 Camelopardalis,352,"3,483","3,441",2,,,5,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
243.86,Ross 376,,"1,072",356,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
243.92,HD 13931,,"2,568",842,4,,,3,Bean / 2,No rings,https://edtools.cc/pve?s=Bean&a=rt
244.01,Okond,,134,134,4,,,3,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
246.96,1 Geminorum,,"2,571","3,419",3,,,4,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
247.02,San Guojin,,"2,295","4,208",1,,,5,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
247.71,Djaujang,,303,303,1,,,6,Farowalan / 2,1 ring,https://edtools.cc/pve?s=Farowalan&a=rt
248.41,Koria,,"5,242",494,,,,7,HIP 32364 / 2,No rings,https://edtools.cc/pve?s=HIP+32364&a=rt
249.10,HR 1978,"1,626","2,121",301,1,,,6,Oluri / 2,No rings,https://edtools.cc/pve?s=Oluri&a=rt
249.10,Lalumaskab,96,21,21,2,,,5,Arabari / 2,1 ring,https://edtools.cc/pve?s=Arabari&a=rt
249.15,Matuveltan,,"1,986","2,017",4,,,3,Arabari / 2,1 ring,https://edtools.cc/pve?s=Arabari&a=rt
14.14,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
17.68,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
18.31,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
19.86,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
21.90,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
23.62,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
23.92,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
25.87,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
26.24,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
26.72,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
29.06,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
185.76,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
194.03,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
194.17,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
196.57,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
197.36,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
199.00,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
200.31,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
201.56,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
203.15,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
206.69,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
207.65,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
208.51,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
208.61,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
208.86,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
209.95,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
210.64,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
211.55,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
211.83,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
211.94,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
212.63,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
215.08,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
215.20,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
217.33,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
217.38,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
217.90,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
217.95,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
218.56,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
219.12,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
219.83,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
220.38,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
221.97,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
221.98,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
222.00,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
222.04,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
222.33,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
224.96,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
225.42,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
226.79,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
227.54,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
228.19,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
228.38,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
228.46,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
229.89,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
230.87,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
230.96,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
231.00,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
231.50,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
231.88,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
232.11,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
232.32,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
232.56,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
232.67,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
233.74,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
234.66,HIP 10556,,"14,574",,2,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
237.04,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
238.44,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
238.48,Savantzil,5,9,5,2,,,5,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
239.24,HIP 15062,,"1,163","1,152",3,,,4,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
239.31,Diaguandri,526,,450,2,,,5,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
239.48,Kpannon Di,,"1,629",,1,,,4,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
239.95,HIP 11796,,,"1,258",2,,,1,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
240.67,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
241.93,HD 13931,,"2,568",842,4,,,3,Bean / 2,No rings,https://edtools.cc/pve?s=Bean&a=rt
241.96,Okond,,134,134,4,,,3,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
243.19,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
243.35,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
243.39,4 Camelopardalis,352,"3,483","3,441",2,,,5,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
243.74,San Guojin,,"2,295","4,208",1,,,5,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
244.15,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
244.26,Ross 376,,"1,072",356,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
245.24,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
245.48,Comane,,296,296,3,,,4,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
247.42,Matuveltan,,"1,986","2,017",4,,,3,Arabari / 2,1 ring,https://edtools.cc/pve?s=Arabari&a=rt
247.66,Hyades Sector AV-O b6-1,,,64,,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
247.79,Lalumaskab,96,21,21,2,,,5,Arabari / 2,1 ring,https://edtools.cc/pve?s=Arabari&a=rt
248.50,Djaujang,,303,303,1,,,6,Farowalan / 2,1 ring,https://edtools.cc/pve?s=Farowalan&a=rt
249.71,Gucumadhyas,335,486,485,1,,,5,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
11.46,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.68,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
13.78,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
15.86,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.09,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.22,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.59,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.70,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
19.74,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
21.86,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
22.06,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
186.67,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
194.59,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
195.44,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
198.60,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
198.99,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
199.19,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
199.56,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
202.94,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
203.23,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
205.58,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
207.07,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
211.06,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
211.57,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
211.62,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
211.80,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
212.94,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
213.93,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
214.41,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
215.04,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
215.19,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
215.85,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
216.11,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
216.56,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
216.74,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
216.92,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
219.60,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
219.77,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
220.38,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
221.05,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
221.62,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
223.08,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
223.87,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
226.15,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
226.25,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
227.15,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
228.61,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
228.67,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
228.74,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
229.40,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
229.97,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
230.02,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
232.18,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
232.29,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
233.50,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
234.29,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
234.44,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
235.84,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
236.65,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
236.67,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
236.83,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
237.22,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
237.58,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
237.89,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
238.71,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
238.72,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
238.96,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
239.04,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
239.25,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
239.58,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
240.21,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
240.52,HIP 10556,,"14,574",,2,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
241.45,HIP 15062,,"1,163","1,152",3,,,4,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
242.18,Diaguandri,526,,450,2,,,5,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
242.24,Savantzil,5,9,5,2,,,5,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
243.42,Hyades Sector AV-O b6-1,,,64,,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
244.48,Comane,,296,296,3,,,4,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
245.50,4 Camelopardalis,352,"3,483","3,441",2,,,5,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
245.64,HIP 11796,,,"1,258",2,,,1,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
246.14,Kpannon Di,,"1,629",,1,,,4,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
246.16,Ross 376,,"1,072",356,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
247.23,HD 13931,,"2,568",842,4,,,3,Bean / 2,No rings,https://edtools.cc/pve?s=Bean&a=rt
247.26,Okond,,134,134,4,,,3,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
247.38,1 Geminorum,,"2,571","3,419",3,,,4,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
248.65,Koria,,"5,242",494,,,,7,HIP 32364 / 2,No rings,https://edtools.cc/pve?s=HIP+32364&a=rt
249.04,HR 1978,"1,626","2,121",301,1,,,6,Oluri / 2,No rings,https://edtools.cc/pve?s=Oluri&a=rt
249.82,Djaujang,,303,303,1,,,6,Farowalan / 2,1 ring,https://edtools.cc/pve?s=Farowalan&a=rt
17.24,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
17.76,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
18.57,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
18.58,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
19.09,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
19.62,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
19.88,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
20.62,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
23.74,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
25.19,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
27.08,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
188.33,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
193.07,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
197.30,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
197.58,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
198.87,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
200.74,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
203.25,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
204.88,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
205.41,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
206.33,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
206.66,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
212.57,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
213.48,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
